P,5.0,16.0,120
P,9.0,12.0,180
P,9.0,13.0,0
P,9.0,14.0,120
P,9.0,15.0,360
P,9.0,16.0,180
P,9.0,17.0,300
P,9.0,18.0,60
P,9.0,19.0,240
P,9.0,20.0,180
P,9.0,21.0,120
P,8.0,8.0,60
P,8.0,9.0,60
P,8.0,10.0,240
P,8.0,11.0,0
P,8.0,12.0,180
P,8.0,13.0,180
P,8.0,14.0,360
P,8.0,15.0,60
P,8.0,16.0,180
P,8.0,17.0,0
P,5.0,19.0,60
P,5.0,20.0,60
P,5.0,21.0,60
P,5.0,22.0,120
P,5.0,23.0,360
P,5.0,24.0,0
P,5.0,25.0,300
P,5.0,26.0,360
P,5.0,27.0,360
P,5.0,28.0,120
P,7.0,18.0,0
P,7.0,19.0,240
P,7.0,20.0,60
P,7.0,21.0,120
P,7.0,22.0,180
P,7.0,23.0,360
P,7.0,24.0,0
P,7.0,25.0,360
P,7.0,26.0,360
P,7.0,27.0,60
P,12.0,10.0,360
P,12.0,11.0,60
P,12.0,12.0,300
P,12.0,13.0,360
P,12.0,14.0,120
P,12.0,15.0,240
P,12.0,16.0,60
P,12.0,17.0,360
P,12.0,18.0,0
P,12.0,19.0,0
P,6.0,8.0,300
P,7.0,8.0,0
P,9.0,8.0,0
P,10.0,8.0,240
P,11.0,8.0,240
P,12.0,8.0,60
P,13.0,8.0,300
P,14.0,8.0,0
P,15.0,8.0,360
P,6.0,12.0,240
P,7.0,12.0,0
P,10.0,12.0,360
P,11.0,12.0,60
P,13.0,12.0,120
P,14.0,12.0,300
P,15.0,12.0,180
P,6.0,15.0,0
P,7.0,15.0,180
P,10.0,15.0,0
P,11.0,15.0,180
P,13.0,15.0,300
P,14.0,15.0,360
P,15.0,15.0,360
P,10.0,20.0,120
P,11.0,20.0,300
P,12.0,20.0,300
P,13.0,20.0,180
P,14.0,20.0,60
P,15.0,20.0,180
P,16.0,20.0,240
P,17.0,20.0,120
P,8.0,22.0,300
P,9.0,22.0,120
P,10.0,22.0,300
P,11.0,22.0,120
P,12.0,22.0,120
P,13.0,22.0,60
P,14.0,22.0,180
P,15.0,22.0,300
P,16.0,22.0,120
P,17.0,22.0,60
P,8.0,25.0,360
P,9.0,25.0,60
P,10.0,25.0,60
P,11.0,25.0,60
P,12.0,25.0,120
P,13.0,25.0,180
P,14.0,25.0,60
P,15.0,25.0,300
P,16.0,25.0,300
P,17.0,25.0,0
P,10.0,9.0,240
P,10.0,10.0,180
P,10.0,11.0,180
P,10.0,13.0,360
P,10.0,14.0,60
P,10.0,16.0,0
P,10.0,17.0,240
P,10.0,18.0,180
P,14.0,10.0,300
P,14.0,11.0,180
P,14.0,13.0,360
P,14.0,14.0,0
P,14.0,16.0,120
P,14.0,17.0,360
P,14.0,18.0,240
P,14.0,19.0,240
P,11.0,16.0,240
P,11.0,17.0,240
P,11.0,18.0,360
P,11.0,19.0,360
P,11.0,21.0,0
P,11.0,23.0,120
P,11.0,24.0,300
P,12.0,21.0,60
P,12.0,23.0,300
P,12.0,24.0,120
P,12.0,26.0,180
P,12.0,27.0,0
P,12.0,28.0,0
P,25.0,8.0,120
P,25.0,9.0,0
P,25.0,10.0,0
P,25.0,11.0,60
P,25.0,12.0,0
P,25.0,13.0,360
P,25.0,14.0,60
P,25.0,15.0,180
P,25.0,16.0,300
P,25.0,17.0,0
P,27.0,8.0,120
P,27.0,9.0,60
P,27.0,10.0,240
P,27.0,11.0,180
P,27.0,12.0,0
P,27.0,13.0,180
P,27.0,14.0,240
P,27.0,15.0,240
P,27.0,16.0,0
P,27.0,17.0,120
P,29.0,8.0,180
P,29.0,9.0,240
P,29.0,10.0,240
P,29.0,11.0,0
P,29.0,12.0,120
P,29.0,13.0,240
P,29.0,14.0,360
P,29.0,15.0,300
P,29.0,16.0,60
P,29.0,17.0,120
P,26.0,20.0,360
P,26.0,21.0,240
P,26.0,22.0,180
P,26.0,23.0,360
P,26.0,24.0,120
P,26.0,25.0,300
P,26.0,26.0,300
P,26.0,27.0,360
P,26.0,28.0,240
P,29.0,18.0,180
P,29.0,19.0,300
P,29.0,20.0,240
P,29.0,21.0,0
P,29.0,22.0,360
P,29.0,23.0,180
P,29.0,24.0,180
P,29.0,25.0,120
P,29.0,26.0,0
P,29.0,27.0,240
P,31.0,14.0,360
P,31.0,15.0,120
P,31.0,16.0,360
P,31.0,17.0,360
P,31.0,18.0,300
P,31.0,19.0,240
P,31.0,20.0,60
P,31.0,21.0,180
P,31.0,22.0,180
P,31.0,23.0,180
P,31.0,10.0,0
P,31.0,11.0,180
P,31.0,12.0,240
P,31.0,13.0,360
P,30.0,9.0,360
P,30.0,10.0,180
P,30.0,11.0,300
P,30.0,12.0,180
P,30.0,13.0,240
P,30.0,14.0,300
P,30.0,15.0,240
P,30.0,16.0,240
P,30.0,17.0,360
P,30.0,18.0,240
P,33.0,9.0,0
P,33.0,10.0,60
P,33.0,11.0,120
P,33.0,12.0,360
P,33.0,13.0,60
P,33.0,14.0,300
P,33.0,15.0,360
P,33.0,16.0,360
P,33.0,17.0,60
P,33.0,18.0,0
P,35.0,12.0,180
P,35.0,13.0,240
P,35.0,14.0,60
P,35.0,15.0,60
P,35.0,16.0,180
P,35.0,17.0,360
P,35.0,18.0,60
P,35.0,19.0,180
P,35.0,20.0,60
P,35.0,21.0,0
P,36.0,13.0,60
P,36.0,14.0,120
P,36.0,15.0,300
P,36.0,16.0,300
P,36.0,17.0,240
P,36.0,18.0,0
P,36.0,19.0,120
P,36.0,20.0,0
P,36.0,21.0,180
P,36.0,22.0,360
P,32.0,18.0,360
P,32.0,19.0,60
P,32.0,20.0,120
P,32.0,21.0,300
P,32.0,22.0,300
P,32.0,23.0,180
P,32.0,24.0,120
P,32.0,25.0,300
P,32.0,26.0,0
P,32.0,27.0,0
P,23.0,3.0,240
P,24.0,3.0,0
P,25.0,3.0,300
P,26.0,3.0,180
P,27.0,3.0,300
P,28.0,3.0,60
P,29.0,3.0,360
P,30.0,3.0,360
P,31.0,3.0,360
P,32.0,3.0,0
P,33.0,3.0,180
P,34.0,3.0,360
P,35.0,3.0,60
P,36.0,3.0,60
P,24.0,4.0,300
P,25.0,4.0,300
P,26.0,4.0,0
P,27.0,4.0,0
P,28.0,4.0,0
P,29.0,4.0,0
P,30.0,4.0,300
P,31.0,4.0,240
P,32.0,4.0,240
P,33.0,4.0,360
P,34.0,4.0,120
P,35.0,4.0,300
P,36.0,4.0,240
P,37.0,4.0,120
P,23.0,5.0,360
P,24.0,5.0,0
P,25.0,5.0,0
P,26.0,5.0,240
P,27.0,5.0,60
P,28.0,5.0,120
P,29.0,5.0,60
P,30.0,5.0,300
P,31.0,5.0,120
P,32.0,5.0,300
P,26.0,18.0,300
P,27.0,18.0,60
P,28.0,18.0,120
P,34.0,18.0,180
P,25.0,21.0,240
P,27.0,21.0,0
P,28.0,21.0,120
P,30.0,21.0,180
P,33.0,21.0,180
P,34.0,21.0,240
P,25.0,25.0,360
P,27.0,25.0,120
P,28.0,25.0,300
P,30.0,25.0,120
P,31.0,25.0,240
P,33.0,25.0,360
P,34.0,25.0,240
P,25.0,27.0,0
P,27.0,27.0,180
P,28.0,27.0,120
P,30.0,27.0,300
P,31.0,27.0,60
P,33.0,27.0,60
P,34.0,27.0,0
P,25.0,26.0,180
P,27.0,26.0,300
P,28.0,26.0,180
P,30.0,26.0,240
P,31.0,26.0,120
P,33.0,26.0,180
P,34.0,26.0,0
P,25.0,24.0,300
P,27.0,24.0,360
P,30.0,24.0,0
P,31.0,24.0,300
P,33.0,24.0,360
P,34.0,24.0,240
P,25.0,23.0,300
P,27.0,23.0,0
P,28.0,23.0,0
P,30.0,23.0,360
P,33.0,23.0,0
P,34.0,23.0,240
P,27.0,28.0,0
rW,3.0,2.0,-1
rW,4.0,2.0,-1
rW,5.0,2.0,-1
rW,6.0,2.0,-1
rW,7.0,2.0,-1
rW,8.0,2.0,-1
rW,9.0,2.0,-1
rW,10.0,2.0,-1
rW,11.0,2.0,-1
rW,12.0,2.0,-1
rW,13.0,2.0,-1
rW,14.0,2.0,-1
rW,15.0,2.0,-1
rW,16.0,2.0,-1
rW,17.0,2.0,-1
rW,18.0,2.0,-1
rW,19.0,2.0,-1
rW,20.0,2.0,-1
rW,21.0,2.0,-1
rW,22.0,2.0,-1
rW,23.0,2.0,-1
rW,24.0,2.0,-1
rW,25.0,2.0,-1
rW,26.0,2.0,-1
rW,27.0,2.0,-1
rW,28.0,2.0,-1
rW,29.0,2.0,-1
rW,30.0,2.0,-1
rW,31.0,2.0,-1
rW,32.0,2.0,-1
rW,33.0,2.0,-1
rW,34.0,2.0,-1
rW,35.0,2.0,-1
rW,36.0,2.0,-1
rW,37.0,2.0,-1
rW,38.0,2.0,-1
rW,38.0,3.0,-1
rW,38.0,4.0,-1
rW,38.0,5.0,-1
rW,38.0,6.0,-1
rW,38.0,7.0,-1
rW,38.0,8.0,-1
rW,38.0,9.0,-1
rW,38.0,10.0,-1
rW,38.0,11.0,-1
rW,38.0,12.0,-1
rW,38.0,13.0,-1
rW,38.0,14.0,-1
rW,38.0,15.0,-1
rW,38.0,16.0,-1
rW,38.0,17.0,-1
rW,38.0,18.0,-1
rW,38.0,19.0,-1
rW,38.0,20.0,-1
rW,38.0,21.0,-1
rW,38.0,22.0,-1
rW,38.0,23.0,-1
rW,38.0,24.0,-1
rW,38.0,25.0,-1
rW,38.0,26.0,-1
rW,38.0,27.0,-1
rW,38.0,28.0,-1
rW,38.0,29.0,-1
rW,3.0,29.0,-1
rW,4.0,29.0,-1
rW,5.0,29.0,-1
rW,6.0,29.0,-1
rW,7.0,29.0,-1
rW,8.0,29.0,-1
rW,9.0,29.0,-1
rW,10.0,29.0,-1
rW,11.0,29.0,-1
rW,12.0,29.0,-1
rW,13.0,29.0,-1
rW,14.0,29.0,-1
rW,15.0,29.0,-1
rW,16.0,29.0,-1
rW,17.0,29.0,-1
rW,18.0,29.0,-1
rW,19.0,29.0,-1
rW,20.0,29.0,-1
rW,21.0,29.0,-1
rW,22.0,29.0,-1
rW,23.0,29.0,-1
rW,24.0,29.0,-1
rW,25.0,29.0,-1
rW,26.0,29.0,-1
rW,27.0,29.0,-1
rW,28.0,29.0,-1
rW,29.0,29.0,-1
rW,30.0,29.0,-1
rW,31.0,29.0,-1
rW,32.0,29.0,-1
rW,33.0,29.0,-1
rW,34.0,29.0,-1
rW,35.0,29.0,-1
rW,36.0,29.0,-1
rW,37.0,29.0,-1
rW,3.0,3.0,-1
rW,3.0,4.0,-1
rW,3.0,5.0,-1
rW,3.0,6.0,-1
rW,3.0,7.0,-1
rW,3.0,8.0,-1
rW,3.0,9.0,-1
rW,3.0,10.0,-1
rW,3.0,11.0,-1
rW,3.0,12.0,-1
rW,3.0,13.0,-1
rW,3.0,14.0,-1
rW,3.0,15.0,-1
rW,3.0,16.0,-1
rW,3.0,17.0,-1
rW,3.0,18.0,-1
rW,3.0,19.0,-1
rW,3.0,20.0,-1
rW,3.0,21.0,-1
rW,3.0,22.0,-1
rW,3.0,23.0,-1
rW,3.0,24.0,-1
rW,3.0,25.0,-1
rW,3.0,26.0,-1
rW,3.0,27.0,-1
rW,3.0,28.0,-1
rW,21.0,5.0,-2
rW,21.0,3.0,-2
rW,18.0,3.0,-1
rW,18.0,5.0,-1
rW,19.0,6.0,-1
rW,20.0,6.0,-1
rW,22.0,5.0,-1
rW,22.0,3.0,-1
rW,4.0,6.0,-1
rW,5.0,6.0,-1
rW,6.0,6.0,-1
rW,7.0,6.0,-1
rW,8.0,6.0,-1
rW,9.0,6.0,-1
rW,10.0,6.0,-1
rW,11.0,6.0,-1
rW,12.0,6.0,-1
rW,13.0,6.0,-1
rW,14.0,6.0,-1
rW,15.0,6.0,-1
rW,16.0,6.0,-1
rW,17.0,6.0,-1
rW,18.0,6.0,-1
rW,21.0,6.0,-1
rW,22.0,6.0,-1
rW,23.0,6.0,-1
rW,24.0,6.0,-1
rW,25.0,6.0,-1
rW,26.0,6.0,-1
rW,27.0,6.0,-1
rW,28.0,6.0,-1
rW,29.0,6.0,-1
rW,30.0,6.0,-1
rW,31.0,6.0,-1
rW,32.0,6.0,-1
rW,33.0,6.0,-1
rW,34.0,6.0,-1
rW,35.0,6.0,-1
rW,36.0,6.0,-1
rW,37.0,6.0,-1
rW,18.0,7.0,-1
rW,18.0,9.0,-1
rW,18.0,10.0,-1
rW,19.0,10.0,-1
rW,20.0,10.0,-1
rW,21.0,10.0,-1
rW,22.0,10.0,-1
rW,23.0,10.0,-1
rW,18.0,14.0,-1
rW,19.0,14.0,-1
rW,20.0,14.0,-1
rW,21.0,14.0,-1
rW,22.0,14.0,-1
rW,23.0,14.0,-1
rW,18.0,18.0,-1
rW,19.0,18.0,-1
rW,20.0,18.0,-1
rW,21.0,18.0,-1
rW,22.0,18.0,-1
rW,23.0,18.0,-1
rW,18.0,11.0,-1
rW,18.0,13.0,-1
rW,18.0,15.0,-1
rW,18.0,17.0,-1
rW,18.0,19.0,-1
rW,18.0,21.0,-1
rW,18.0,23.0,-1
rW,18.0,25.0,-1
rW,19.0,26.0,-1
rW,18.0,27.0,-1
rW,19.0,28.0,-1
rW,20.0,26.0,-1
rW,19.0,27.0,-1
rW,20.0,28.0,-1
rW,20.0,27.0,-1
rW,21.0,26.0,-1
rW,22.0,26.0,-1
rW,23.0,26.0,-1
rW,18.0,26.0,-1
rW,21.0,27.0,-1
rW,21.0,28.0,-1
rW,22.0,28.0,-1
rW,18.0,28.0,-1
rW,22.0,27.0,-1
rW,23.0,28.0,-1
rW,18.0,22.0,-1
rW,19.0,22.0,-1
rW,20.0,22.0,-1
rW,21.0,22.0,-1
rW,22.0,22.0,-1
rW,23.0,22.0,-1
rW,21.0,21.0,-2
rW,21.0,19.0,-2
rW,21.0,23.0,-2
rW,21.0,25.0,-2
rW,21.0,15.0,-2
rW,21.0,17.0,-2
rW,21.0,11.0,-2
rW,21.0,13.0,-2
rW,21.0,7.0,-2
rW,21.0,9.0,-2
rW,22.0,7.0,-1
rW,22.0,9.0,-1
rW,22.0,11.0,-1
rW,22.0,13.0,-1
rW,22.0,15.0,-1
rW,22.0,17.0,-1
rW,22.0,19.0,-1
rW,22.0,21.0,-1
rW,22.0,23.0,-1
rW,22.0,25.0,-1
sR,19.0,3.0,-360
sR,19.0,5.0,-360
sR,19.0,7.0,-360
sR,19.0,9.0,-360
sR,19.0,11.0,-360
sR,19.0,13.0,-360
sR,19.0,15.0,-360
sR,19.0,17.0,-360
sR,19.0,19.0,-360
sR,19.0,21.0,-360
sR,19.0,23.0,-360
sR,19.0,25.0,-360
